,seed,sp_dims,version,n_ensembles,dimensions,bias,n_neurons,relus_list,conns_list,neuron_type,saliences,plot,run_num,comment,seed_val,label,relus_set,input_actions,selected_action,decoded_actions,decoded_saliences,total_neurons,notes,Margin_top_bottom_t0,Margin_top2_t0,Margin_top_bottom_t1,Margin_top2_t1,Margin_top_bottom_t2,Margin_top2_t2
32,23,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-2.96736565e-02 -1.04058423e-03 -1.71117263e-03 ... -2.61193251e-02
   3.70865512e-02  1.81190390e-02]
 [-1.12895362e-04  3.78890230e-02 -9.50346630e-03 ... -7.91909986e-03
  -9.64409874e-04  2.45972365e-02]
 ...
 [ 4.69120035e-01  4.60189787e-01  5.48724510e-01 ...  4.92706336e-01
   5.30073170e-01  4.15353171e-01]
 [ 4.90671605e-01  4.75105177e-01  5.30547691e-01 ...  4.91631128e-01
   5.35658268e-01  4.67331494e-01]
 [ 5.07941931e-01  4.80694197e-01  5.42214115e-01 ...  5.08698762e-01
   4.98266103e-01  4.66332808e-01]]",[0 1 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.02314639  0.02748569  0.01226958]
 [ 0.0092314   0.00236368  0.00276275]
 ...
 [ 0.68982979  0.83200047  0.96576352]
 [ 0.67366189  0.79372408  0.96607149]
 [ 0.67447686  0.79838811  0.97125004]]",128000,,0.10237262746912754,0.0741591650840383,0.09044861635475729,0.051217311009107314,0.08286069986053932,0.06705420511806104
33,23,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 2.06454089e-02 -3.29113614e-02  1.29014741e-02 ... -2.61146463e-02
  -3.40729290e-02  5.33994637e-03]
 [-4.29306705e-04  2.76516342e-02  3.17016583e-02 ... -2.83247374e-02
   2.84409129e-03  2.38336746e-02]
 ...
 [ 5.11534969e-01  4.86023744e-01  4.86365883e-01 ...  4.95865222e-01
   5.13282021e-01  4.39507227e-01]
 [ 5.04910112e-01  4.64652420e-01  5.21753396e-01 ...  4.75456449e-01
   5.06951499e-01  4.35745829e-01]
 [ 4.66748237e-01  4.34883903e-01  4.79544338e-01 ...  4.97278406e-01
   5.13326150e-01  4.62049559e-01]]",[0 2 0 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-2.70934221e-02 -1.46676915e-02 -1.09462894e-03]
 [ 3.79419657e-02  5.10053261e-04  2.39356923e-02]
 ...
 [ 6.68906184e-01  8.09243811e-01  9.90072138e-01]
 [ 6.74621230e-01  8.18445849e-01  9.91055354e-01]
 [ 6.85785290e-01  8.07744217e-01  1.00172003e+00]]",256000,,0.0912466285477774,0.05995783335676008,0.11043854286525465,0.05332538375168272,0.10763148613441073,0.07135533484792678
34,23,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,23,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-4.98901430e-03  9.71734003e-03 -7.49355173e-03 ...  1.70707173e-02
  -1.09877724e-02 -4.05509818e-04]
 [-1.51858194e-02  1.16850412e-02  1.17972292e-02 ... -6.96984585e-03
  -1.41427959e-02 -5.89047856e-03]
 ...
 [ 4.96854765e-01  4.37778757e-01  4.55631865e-01 ...  4.73924948e-01
   5.17011063e-01  4.56486323e-01]
 [ 5.05440823e-01  4.45295852e-01  4.80658576e-01 ...  4.74601748e-01
   5.19568811e-01  4.63177578e-01]
 [ 4.99594800e-01  4.56951212e-01  4.82308504e-01 ...  4.80476402e-01
   5.13752182e-01  4.52828017e-01]]",[0 1 0 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-1.01766162e-03 -3.78631235e-04 -8.85098257e-03]
 [ 3.05484841e-02  2.11602957e-02  2.30763398e-02]
 ...
 [ 7.19379185e-01  7.97242494e-01  9.95062145e-01]
 [ 7.01128446e-01  8.06740341e-01  9.89854191e-01]
 [ 7.00827447e-01  8.14125696e-01  9.90960962e-01]]",512000,,0.11787354997967234,0.08616707274554858,0.10391725455786702,0.059489458896992864,0.10226203787575158,0.08078885503173128
35,35,512,new,512,None,0.5,10,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,35,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.         -0.03370429 -0.016957   ...  0.          0.
   0.05378735]
 [ 0.         -0.04932044 -0.01534333 ... -0.11785304  0.00135746
   0.0147243 ]
 ...
 [ 0.54544516  0.44069311  0.5027513  ...  0.59362102  0.4890653
   0.53268568]
 [ 0.53691214  0.50619995  0.43795119 ...  0.58614853  0.44252459
   0.48199394]
 [ 0.4858182   0.45802866  0.39627462 ...  0.61370715  0.4004128
   0.53611527]]",[0 2 2 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [-5.51772476e-02  2.66422852e-03  2.32294916e-02]
 [-1.54448731e-02 -1.02312286e-02 -1.03105982e-03]
 ...
 [ 6.01881329e-01  8.11601109e-01  1.00069238e+00]
 [ 6.03078015e-01  7.93983061e-01  1.08757034e+00]
 [ 5.91066458e-01  7.71493812e-01  1.06606100e+00]]",25600,,-0.07211083479426686,-0.03152737135166239,0.11890374736163753,-0.04653984743956474,0.18957016054036277,0.10047990137304019
36,35,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,35,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.02571052 -0.02500814 -0.02468361 ...  0.          0.02059763
   0.01774636]
 [-0.02326384  0.00874641  0.01695052 ... -0.03184215  0.03522542
   0.0816084 ]
 ...
 [ 0.55442202  0.44438293  0.54833982 ...  0.48850031  0.52868736
   0.47275803]
 [ 0.50166179  0.46654393  0.534267   ...  0.44201336  0.50195122
   0.47598946]
 [ 0.50866541  0.38997573  0.50746434 ...  0.44839249  0.53555843
   0.43069307]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.02483036 -0.04933645 -0.03631369]
 [ 0.04452354 -0.03619043 -0.09793574]
 ...
 [ 0.61060302  0.73090114  0.99105433]
 [ 0.55136637  0.76675686  0.96719984]
 [ 0.57072954  0.78262425  0.93979625]]",51200,,0.0771162290572833,0.06452859641973063,0.09648171824823601,-0.0031919613026506477,0.15552138465504103,0.10320204091046203
37,35,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,35,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00100754  0.01106488 -0.00349309 ... -0.01837551 -0.03659353
  -0.03814081]
 [ 0.0085484  -0.00566222 -0.04980565 ... -0.00506778  0.00136946
  -0.02535369]
 ...
 [ 0.53275091  0.51592892  0.50328271 ...  0.52599197  0.57952737
   0.44427667]
 [ 0.49198409  0.49739107  0.54449941 ...  0.49956245  0.56434303
   0.47024687]
 [ 0.46964551  0.470701    0.49911335 ...  0.49577546  0.55972796
   0.43538559]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.03908756  0.00680468 -0.00669343]
 [ 0.05530556  0.02715348 -0.03351496]
 ...
 [ 0.64222942  0.8314068   0.92690222]
 [ 0.60397175  0.79119781  0.95253222]
 [ 0.61287607  0.80512091  0.97674558]]",128000,,0.17295804209277296,0.0591973434061992,0.12664040463662127,0.08984247862210637,0.10822370974002546,0.028163035502170697
38,35,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,35,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.74813636e-02  2.04314316e-02  1.43728069e-02 ... -1.40837703e-02
  -1.26007913e-02  1.98054089e-02]
 [ 2.71089351e-02  3.35458604e-02  4.51236580e-04 ...  2.33310866e-02
   2.19209180e-02  1.07351680e-02]
 ...
 [ 4.88263585e-01  4.61399879e-01  5.18218709e-01 ...  4.90730766e-01
   5.02390319e-01  4.51817496e-01]
 [ 5.02942019e-01  4.67268452e-01  5.15863161e-01 ...  5.04871586e-01
   5.14131889e-01  4.30861831e-01]
 [ 5.23802871e-01  4.49109014e-01  5.27221312e-01 ...  5.18814089e-01
   5.07708610e-01  4.65430524e-01]]",[0 2 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.01159654 -0.01975403 -0.01095522]
 [ 0.07827293  0.02155252  0.01045374]
 ...
 [ 0.62462475  0.80945883  0.93993759]
 [ 0.61054744  0.80679114  0.93399526]
 [ 0.5964667   0.79789361  0.97214624]]",256000,,0.15523123405908143,0.06127024976905526,0.147523594455056,0.07270209131927208,0.15337806687867747,0.06232041851954939
39,35,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,35,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.00264104  0.00388181  0.00599378 ...  0.01306796 -0.0017116
   0.020822  ]
 [ 0.02325645  0.01127009 -0.00075038 ...  0.01299627  0.00072263
   0.01367883]
 ...
 [ 0.48226147  0.44974864  0.51612024 ...  0.49067448  0.51017871
   0.46135813]
 [ 0.50488369  0.44592316  0.50880982 ...  0.49119957  0.49504889
   0.45904463]
 [ 0.49991446  0.46467224  0.51838917 ...  0.51203612  0.51303813
   0.45455033]]",[0 0 0 ... 2 2 2],"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 7.16055690e-03  6.70213194e-03  6.71236796e-03]
 [ 2.75720199e-02  1.90967409e-02 -4.56662571e-05]
 ...
 [ 5.97565544e-01  7.97718282e-01  9.77735332e-01]
 [ 6.11247824e-01  7.99944031e-01  9.86883686e-01]
 [ 6.11308511e-01  8.27606049e-01  9.79728927e-01]]",512000,,0.15272929759995854,0.05416826888589765,0.16983551631532054,0.07790217773879349,0.17821766730086716,0.07050497561631464
40,1,512,new,512,None,0.5,10,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,1,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.01962871  0.07537386  0.         ...  0.         -0.09986809
  -0.05418476]
 [-0.01776079  0.14598757 -0.09043374 ... -0.0468513  -0.03690344
  -0.09769384]
 ...
 [ 0.4290139   0.52727818  0.3217689  ...  0.51921513  0.52746304
   0.46953604]
 [ 0.49406182  0.55488751  0.46214831 ...  0.61073612  0.58350144
   0.42485378]
 [ 0.5281434   0.50208298  0.42019221 ...  0.5526169   0.46950707
   0.36842337]]",[0 1 1 ... 1 2 2],"[[ 0.          0.          0.        ]
 [ 0.01118056  0.09547851  0.03755543]
 [-0.02145366  0.08264905 -0.08297085]
 ...
 [ 0.81285217  0.82316824  0.81525707]
 [ 0.66832585  0.87534994  0.87670728]
 [ 0.60694515  0.93625747  0.95415871]]",25600,,0.15084296518666493,-0.06642636126656576,0.1390285022180627,0.1939824822846875,-0.004327162495399023,-0.12440323658515084
41,1,512,new,512,None,0.5,20,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,1,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.05425371  0.03542948 -0.09114433 ... -0.07291568  0.04447195
   0.04755681]
 [ 0.04838315 -0.00477942 -0.04103108 ... -0.047988    0.02671595
  -0.06054524]
 ...
 [ 0.52259533  0.42812883  0.59251596 ...  0.54127243  0.48139551
   0.47785215]
 [ 0.50823424  0.36887303  0.62541834 ...  0.55662895  0.44196683
   0.4459664 ]
 [ 0.53892874  0.40453513  0.60456067 ...  0.53341333  0.60109099
   0.43997261]]",[0 0 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00962658 -0.02090742 -0.0412204 ]
 [ 0.09393839 -0.03077346  0.03522099]
 ...
 [ 0.63894676  0.73663752  0.97754013]
 [ 0.65769112  0.69813266  0.85797134]
 [ 0.65324849  0.77795635  1.00200927]]",51200,,0.08827712602593082,0.09177206545256456,0.020431227541592406,-0.01876221744865214,0.08942109708341647,0.10153547623776316
42,1,512,new,512,None,0.5,50,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,1,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.02886447 -0.01927433  0.03825758 ... -0.00556258  0.02717942
   0.00107509]
 [-0.05881113 -0.00273942  0.02774213 ... -0.03595517  0.04835717
  -0.0200913 ]
 ...
 [ 0.52991549  0.44390242  0.52581627 ...  0.49224104  0.51649546
   0.4694932 ]
 [ 0.54766574  0.45445278  0.51083643 ...  0.48684367  0.51364423
   0.4515818 ]
 [ 0.5682355   0.43533549  0.51794423 ...  0.48306912  0.53577833
   0.43877619]]",[0 2 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.01685415 -0.0206202  -0.00624966]
 [ 0.02077103  0.03292642  0.00780635]
 ...
 [ 0.66108111  0.82728228  0.96552175]
 [ 0.63662558  0.82370288  0.97719059]
 [ 0.69402455  0.84316238  0.94870166]]",128000,,0.12454217323212499,0.06647608034767061,0.09983024583118857,0.04381594299467906,0.11257445340610026,0.06125195230515601
43,1,512,new,512,None,0.5,100,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,1,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [ 0.02163766 -0.05889285  0.04387714 ...  0.01967922 -0.04011544
   0.0100297 ]
 [ 0.02744811 -0.01899754  0.01618977 ...  0.00124483 -0.00293624
  -0.01535296]
 ...
 [ 0.50635919  0.45879231  0.53421679 ...  0.52196062  0.50043869
   0.41174725]
 [ 0.50150961  0.47835026  0.51922818 ...  0.51864351  0.52395765
   0.43050295]
 [ 0.53257357  0.46839007  0.48604278 ...  0.47533922  0.51410867
   0.43654448]]",[0 1 1 ... 2 2 2],"[[ 0.          0.          0.        ]
 [ 0.01769111  0.01988475  0.01092421]
 [ 0.02696254  0.03169322 -0.00853664]
 ...
 [ 0.68315229  0.84129752  0.9878794 ]
 [ 0.65601656  0.83287645  0.99579013]
 [ 0.65060094  0.83615437  0.99918083]]",256000,,0.12937028475735743,0.07352807356606994,0.11989364221846963,0.052084117006045205,0.1256037335234977,0.06140816595914311
44,1,512,new,512,None,0.5,200,[],['cortex_stn' 'd1_gpi' 'd2_gpe' 'stn_gpi' 'stn_gpe' 'gpe_gpi' 'gpe_stn'],LIF(),[0.2 0.3 0.1],False,1,,1,1,[],"[[0.         0.         0.        ]
 [0.02854877 0.01903252 0.00951626]
 [0.05438077 0.03625385 0.01812692]
 ...
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]
 [0.1        0.2        0.3       ]]","[[ 0.          0.          0.         ...  0.          0.
   0.        ]
 [-0.00398823  0.01105941  0.01018092 ...  0.00501453 -0.00464526
  -0.03340558]
 [-0.00794412  0.00087237  0.01292556 ...  0.00569725 -0.00382378
  -0.0117534 ]
 ...
 [ 0.51521958  0.47098406  0.50292519 ...  0.49049524  0.52699585
   0.43526704]
 [ 0.50825883  0.45503939  0.50784404 ...  0.49344952  0.54784664
   0.43058562]
 [ 0.51655415  0.45870528  0.51969796 ...  0.51092487  0.51873993
   0.44242709]]",[0 2 0 ... 2 2 2],"[[ 0.          0.          0.        ]
 [-0.00674734 -0.01489211  0.00672636]
 [ 0.02978784  0.02888868  0.01039522]
 ...
 [ 0.66609366  0.82994507  1.00241496]
 [ 0.66497978  0.84181837  1.00791704]
 [ 0.67526144  0.85410185  0.99256656]]",512000,,0.12805297960052317,0.06599577851402572,0.12841862424889225,0.056514054507398104,0.1280172097624945,0.05722759988070669
